Feature ID	Taxon	Confidence
027e0505cc3f893826625c84b01d50fd	D_0__Bacteria;D_1__Proteobacteria	0.8458857025330072
02858539617287d968954de2d1b4f3e6	D_0__Archaea;D_1__Euryarchaeota;D_2__Methanomicrobia;D_3__Methanomicrobiales;D_4__Methanomicrobiaceae;D_5__Methanogenium;D_6__Methanococcoides sp. SBAK-TMA-1;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9194713861025194
02913c4497258d89eebfc05cbafe19ed	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae	0.8160294902093083
0293610dd449c69f892aa099ff961aff	D_0__Bacteria	0.9954117116015059
02a88b70661c37026ae52c27b8b0d37c	D_0__Bacteria	0.9998213042750442
02aadba955e24054c0eb7d803b479b2d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9938919510529225
02b71ac26b83a505b5f3d316b612498b	D_0__Bacteria	0.9996297859188722
02b91d4b4c9464a013d05b135039ae6a	D_0__Bacteria	0.9999363220127153
02c1d6e3d54019ce8631d9399325d45c	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__uncultured	0.9824743902364753
02cc1637b1292007f2faab3e2e9bad8a	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminiclostridium 6;D_6__gut metagenome;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9982003269913873
02d72b28728dc0312dbba359c2bd722b	D_0__Bacteria;D_1__TA06;D_2__uncultured sediment bacterium;D_3__;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9434541403983161
02e3b84dc689bf05238e820d25fe7cf8	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__[Eubacterium] coprostanoligenes group;D_6__metagenome;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9081431022625842
02eba03b910830b2b6141c14da3c1b62	D_0__Bacteria	0.9991464329993063
