# Constructed from biom file
#OTU ID	P1	P2	P3	M1	M2	M3
0801234ee5c08da74929d55b4f0f67c5	0.0	12.0	0.0	0.0	0.0	0.0
0820a50cb074b8b6e0d010ac74fe8a47	0.0	0.0	0.0	76.0	31.0	0.0
082c79e1acf97e963fcabe4273e59028	0.0	0.0	0.0	0.0	0.0	13.0
083543c7aa7a0a2d24caf610cec12c28	0.0	0.0	0.0	27.0	0.0	0.0
0836bbd46a50e1e391f78a8afe69b2bb	188.0	0.0	0.0	0.0	0.0	0.0
083904b319a98539bb75507f068f1dd0	0.0	0.0	0.0	114.0	0.0	59.0
083da977e5b31ce6a485badb7b11d590	0.0	0.0	0.0	140.0	31.0	46.0
0841dca5d350cd627b1daf11549633e4	0.0	0.0	0.0	0.0	0.0	3.0
0844e020fb75cf2343236f0e9d8ff3f1	298.0	0.0	0.0	0.0	0.0	0.0
0854ee4273f18dc62a012545cf56f4f0	0.0	0.0	0.0	0.0	4.0	0.0
0856052fa3790bde2fdd6a952a85fd44	0.0	0.0	0.0	23.0	0.0	42.0
085783c4645bfcb324ea7d55812460ee	0.0	0.0	0.0	0.0	0.0	11.0
0858be39bf811ca1608f058d08fa08b3	0.0	31.0	0.0	0.0	0.0	0.0
086224dde01b47975e0fe056b05dd13a	0.0	0.0	0.0	41.0	0.0	14.0
0866a8b1fd641e0489ad5a2feda91a51	0.0	0.0	0.0	0.0	5.0	0.0
087b764bfc83e385815329e6356142ab	0.0	0.0	0.0	14.0	0.0	0.0
08816b5525c1e05bfcd42158e20dae8b	0.0	0.0	43.0	0.0	0.0	0.0
0883d9dd6caaa1c0fabf85313efc3395	0.0	0.0	0.0	0.0	0.0	21.0
089a096fd1442525b06d67b09ff5170b	0.0	0.0	0.0	37.0	57.0	18.0
089c32074d996a1b330c0e55f9772642	0.0	0.0	0.0	11.0	0.0	0.0
08a58d188b436879fb8d50e4fc0d74fd	0.0	0.0	0.0	7.0	0.0	0.0
08ab77dae01a73e9d3641c6fc03fd62c	0.0	0.0	0.0	0.0	16.0	0.0
08b73eced9008b1f41387f308b918692	0.0	0.0	0.0	0.0	0.0	17.0
08d00112f277759e77c936f8c9e94cc2	0.0	0.0	0.0	0.0	0.0	7.0
08e5996d843b3203b06163edc542cdef	0.0	0.0	0.0	0.0	0.0	52.0
08ea7add05d046681ccd4c922e43e159	0.0	0.0	0.0	7.0	0.0	0.0
08ec16f234f15d5d5ee581e86344b536	2.0	0.0	0.0	0.0	0.0	0.0
08f2864f143604f2434fb7fabd954190	0.0	0.0	0.0	3.0	0.0	0.0
08f481a284b5fc6e56036576e381e53d	0.0	0.0	0.0	20.0	15.0	19.0
08f621a6abe170604d64cc4184403bbf	0.0	0.0	0.0	78.0	900.0	137.0
08fb905b5b7bcd9a71b341369b9d6b87	0.0	576.0	0.0	0.0	0.0	0.0
08fbd2e5fe3f200f8380447343c2bb05	0.0	0.0	40.0	0.0	0.0	0.0
0902baa8569a3d96a735728a7943750e	0.0	0.0	0.0	2.0	9.0	0.0
0907718d21b96edcaeefe80fb39e2c4d	67.0	0.0	0.0	0.0	0.0	0.0
090aeffcb4acb60d07463313d8b29e47	0.0	0.0	0.0	14.0	25.0	15.0
091818ac103c877d7837e7523d1a3af8	0.0	0.0	0.0	4.0	0.0	0.0
0933ad48cbfe7928e97cd7cbf42d28e7	0.0	0.0	0.0	0.0	2.0	0.0
093a5479de048c7441525d355d2c027f	0.0	0.0	0.0	0.0	0.0	15.0
093e9e810028b5b9c2f6c3e9be6d77c9	0.0	0.0	0.0	24.0	0.0	16.0
09473ae5fba418bff29966ca8962fc18	0.0	0.0	0.0	0.0	36.0	27.0
0950133424b822a381b5a50518c4c37d	0.0	0.0	0.0	32.0	0.0	27.0
09567042b621f54e382ae6a4ea3369bd	0.0	0.0	0.0	0.0	7.0	0.0
0962b75ed8d3c13fcf66a3c86a0128c9	0.0	0.0	0.0	0.0	34.0	0.0
09767d35cbc93c55aa27ca90826d71ed	0.0	0.0	0.0	7.0	0.0	0.0
099818be9354110013d56fca7c0a33d0	0.0	0.0	0.0	0.0	19.0	0.0
099993b4ae2e40c438c9cc5cc32a9bf1	0.0	0.0	0.0	0.0	0.0	6.0
09adbac81a7a6e0176cdb41651329ba0	0.0	0.0	0.0	0.0	18.0	0.0
09ae57b1f4940ba80f7b59028d098bfe	0.0	0.0	0.0	15.0	22.0	0.0
09b517a58652edf060f220b84aa1c353	0.0	0.0	0.0	27.0	10.0	25.0
09b52dbbc3933f9a04559df632d9fc16	0.0	0.0	0.0	0.0	17.0	0.0
09cfb1ca43f07dc6201545d6db0a508f	0.0	0.0	97.0	0.0	0.0	0.0
09d2f2058907b05373e531d84f2a51cb	0.0	0.0	0.0	0.0	18.0	0.0
09d765b0404a66e0967579d196028626	0.0	0.0	0.0	10.0	0.0	0.0
09e66d1672d47ac22dd953d80947ab89	0.0	0.0	37.0	0.0	0.0	0.0
09ebd2939f75c58dd7fa8cdd16ebcf4e	0.0	0.0	0.0	31.0	40.0	13.0
09ff31bc53d70e8de6c857a1b3763e9a	0.0	0.0	0.0	0.0	15.0	0.0
0a1db36ce6456f4ddf71221b4ce69372	0.0	0.0	0.0	0.0	26.0	0.0
0a3ee9d2126163fba9d4900f8adf51ac	0.0	16.0	0.0	0.0	0.0	0.0
0a53ca905e1eddf59f7cd4c66b112a2b	0.0	0.0	0.0	5.0	0.0	0.0
0a7a7c35a3b00a147cfa6a7c884fed2a	0.0	0.0	0.0	0.0	6.0	0.0
0a821674ee69a59d57910f9d3cd569a4	0.0	148.0	0.0	0.0	0.0	0.0
0a8cef4c620905f31454b9cafcb0f426	0.0	0.0	0.0	11.0	17.0	17.0
0a9149d7073785e876c7c6b661c47fa5	0.0	0.0	0.0	77.0	35.0	117.0
0a9f0cf91f2cc63d92cc7d3504c4ee82	0.0	0.0	0.0	439.0	432.0	437.0
0aa5366cd097be71c65936a2c4f2fb1a	0.0	4.0	0.0	0.0	0.0	0.0
0aa671b4b077fa91f270b8707f6a3996	0.0	0.0	0.0	0.0	7.0	0.0
0ab0c834c861571a86c3f51f922133f4	0.0	0.0	0.0	0.0	51.0	0.0
0aba944140ecd8624a80b9d1d744155d	0.0	359.0	0.0	0.0	0.0	0.0
0abc6f21816a014c640ab5ec55667d8b	0.0	0.0	0.0	0.0	0.0	20.0
0acdcb0730e7df6714ab80c068075640	0.0	0.0	0.0	225.0	252.0	223.0
0aea5d9af0e3dc097738e4837e4d9c2d	0.0	0.0	0.0	0.0	4.0	0.0
0af6047349a348c37201cd9f11dc97c4	0.0	0.0	0.0	0.0	0.0	8.0
0af9aad371a37f1267e86f075cfa4359	0.0	0.0	0.0	18.0	0.0	0.0
0b0518914177cf010e1ef9c54a6db3b1	0.0	0.0	0.0	0.0	43.0	0.0
0b12835fa498ceaf800913bca8764435	0.0	0.0	0.0	0.0	6.0	9.0
0b1c3d4ee4475f2532926154a601561d	0.0	0.0	0.0	0.0	10.0	15.0
0b393c8bd15a5801b3612bcf60e0c381	0.0	0.0	0.0	0.0	0.0	23.0
0b3aebcd494d9cbc6f11f8c0e5096c92	0.0	0.0	0.0	0.0	0.0	5.0
0b44afccca758bfc2174014d0cd250b7	0.0	0.0	0.0	0.0	15.0	16.0
0b4c252bcf3f3bc828966c21ce79fd8d	0.0	0.0	0.0	17.0	0.0	0.0
0b4fb9305ed708ca2904ab94a677adc9	0.0	0.0	0.0	29.0	16.0	27.0
0b58b64b7eb2be64f0eef814fc71a5df	0.0	0.0	0.0	28.0	24.0	60.0
0b5d1926e0f52795eb2f20cfbd75bdaf	0.0	0.0	0.0	0.0	4.0	0.0
0b63e5d7ac46e65f5811a6df19537cba	0.0	0.0	0.0	0.0	0.0	14.0
0b681f6cab9b149c41181c2a2d6a69ff	0.0	0.0	0.0	69.0	0.0	98.0
0b76cd17b5ad34981000a2b373f52641	0.0	0.0	0.0	0.0	3.0	6.0
0b8eda02f53ba6a998c1f01a7c568063	0.0	0.0	0.0	0.0	0.0	11.0
0b928ce22dc1245f2534f76b6fd6b7ce	0.0	0.0	0.0	127.0	102.0	166.0
0b98c34340a421080ef0f9d50de6447b	0.0	0.0	0.0	2.0	0.0	0.0
0ba0f2c2cb8e2131b181d2aa97f572e8	0.0	0.0	0.0	0.0	16.0	11.0
